Price
119826.72
90043.2
20193.12
123876.0
105228.0
17316.0
54185.76
61218.72
57542.4
50349.6
133467.4656
23389.92
39906.72
65214.72
138474.72
45101.52
20986.992
100699.2
55571.04
69210.72
93635.3376
24279.696
62071.2
38468.16
39373.92
43636.32
42517.9728
44968.32
74538.72
87912.0
70702.56
61005.6
62176.1616
68145.12
34898.4
41931.36
54239.04
35644.32
30849.12
146946.24
40705.92
261018.72
46300.8528
18541.44
58554.72
85194.72
47898.72
24775.2
55837.44
109244.2464
88178.4
31381.92
29250.72
125154.72
93186.72
99580.32
74005.92
45234.72
78215.04
66546.72
13852.8
93186.72
20246.4
40173.12
85194.72
36709.92
38787.84
39693.6
104961.6
51841.44
50669.28
99793.44
19660.32
32447.52
101232.0
121318.56
58448.16
60952.32
9270.72
74538.72
59087.52
28185.12
81912.1392
36496.8
63882.72
126912.96
101658.24
113752.8
36975.7872
35644.32
36709.92
30316.32
34578.72
11135.52
30849.12
167778.72
63669.6
39373.92
51095.52
34045.92
37992.3696
31914.72
64202.4
26586.72
30849.12
78801.12
37775.52
79813.44
48484.8
14332.32
39906.72
101232.0
53812.8
84768.48
37242.72
31861.44
28238.4
15930.72
43601.688
87858.72
46886.4
18594.72
95850.72
64468.8
16463.52
32074.56
113060.16
52746.6672
72940.32
107305.92
42570.72
45323.1648
42570.72
19660.32
88924.32
67132.8
79866.72
16221.096
30849.12
71075.52
92615.0256
32980.32
80516.2032
35111.52
71874.72
95850.72
149130.72
51729.552
70809.12
63499.104
48484.8
33566.4
130003.2
95850.72
29463.84
49816.8
63936.0
63882.72
26586.72
26101.872
37029.6
34046.4528
20725.92
10602.72
43636.32
127818.72
59461.5456
25840.8
85194.72
13053.6
79866.72
18061.92
29303.4672
111355.2
135195.336
86793.12
29073.2976
88924.32
67612.32
78438.816
101178.72
24935.04
27652.32
48058.56
23922.72
71128.8
32127.84
48964.32
21312.0
59620.32
26053.92
20725.92
50562.72
65481.12
95850.72
99900.0
89084.16
81465.12
47898.72
21152.16
54931.1472
34578.72
13261.392
50562.72
54825.12
58021.92
14598.72
68145.12
130001.6016
39907.2528
21887.424
43636.32
71395.2
25521.12
44701.92
25059.7152
126273.6
117119.5632
20725.92
17529.12
52054.56
28717.92
90309.6
25515.2592
52693.92
44169.12
53759.52
26053.92
52480.8
61964.64
17262.72
30636.0
114017.6016
34433.2656
68837.76
10442.88
18594.72
44701.92
93186.72
14418.6336
42304.32
45767.52
69157.44
26107.2
87858.72
25308.0
47952.0
68198.4
28992.312
39373.92
46833.6528
20725.92
86793.12
51841.44
30103.2
27119.52
58554.72
14865.12
50562.72
24828.48
55938.672
78854.4
69103.6272
130482.72
78534.72
47898.72
24029.28
23976.0
119347.2
24455.52
50562.72
23922.72
16943.04
71874.72
69210.72
18594.72
104908.32
91908.0
109170.72
30849.12
79653.6
72940.32
53173.44
53226.72
18594.72
29303.4672
15557.76
101178.72
67559.04
128298.24
117162.72
60153.12
73473.12
36496.8
83170.08
50136.48
58554.72
292986.72
45128.16
61272.0
50562.72
38308.32
26267.04
35112.0528
62870.4
79014.24
58554.72
44382.7728
168045.12
95371.2
35616.6144
26586.72
69264.0
87912.0
52693.92
41505.12
39207.1536
38468.16
21498.48
98994.24
159786.72
103842.72
122490.72
18594.72
30049.92
15392.592
81784.8
108744.48
18061.92
11934.72
57808.8
46300.32
194972.832
21258.72
42037.92
37589.04
71928.0
37242.72
23757.552
130482.72
44701.92
26586.72
84129.12
38308.32
18594.72
124621.92
37725.4368
73952.64
51095.52
125208.0
114731.5536
133146.72
25679.8944
139860.0
46833.12
29762.208
26101.872
14652.0
72988.272
96916.32
56423.52
98514.72
40066.56
20725.92
25840.8
49656.96
53173.44
19660.32
34093.872
109010.88
158135.04
67026.24
122490.72
58403.4048
31914.1872
97236.0
71874.72
90522.72
58554.72
28771.2
106187.04
43580.376
71874.72
31909.392
25414.0272
58021.92
35431.2
