Price
63563.04
14492.16
19980.0
105654.24
10602.72
152859.7872
29783.52
17582.4
47898.72
31861.44
93181.392
33513.12
61218.72
133146.72
101232.0
41025.6
28984.32
42624.0
74538.72
16303.68
56210.4
52161.12
99153.5472
61485.12
109165.392
66560.5728
64961.1072
142790.4
59513.2272
42251.04
47685.6
68198.4
26533.44
38378.6496
61735.536
13266.72
52161.12
47898.72
60885.72
38889.072
81784.8
79866.72
23176.8
39533.76
44275.68
149916.6
20725.92
21258.1872
32980.32
29303.4672
58341.6
79866.72
105228.0
42517.44
36709.92
20779.2
95850.72
36089.208
45820.8
57648.96
118601.28
99047.52
39160.8
26586.72
120093.12
64755.4464
74538.72
80133.12
42410.3472
27783.9216
33513.12
29696.6736
49976.64
71378.6832
22697.28
24988.8528
101178.72
141138.72
57116.16
48058.56
103096.8
43316.64
23176.8
34045.3872
34632.0
61005.6
63669.6
38841.12
41505.12
41025.0672
61751.52
90522.72
46353.6
13445.7408
24988.32
58554.72
67559.04
19660.32
101178.72
34045.92
83063.52
26053.3872
32660.64
11135.52
19980.0
31914.72
71874.72
47738.88
31168.8
98301.6
71847.0144
49497.12
24455.52
12201.12
21951.36
79866.72
160520.3856
29783.52
32447.52
15930.72
27652.32
61218.72
64948.32
37242.72
47365.92
72620.64
45501.12
49976.64
58607.4672
85194.72
33992.64
53274.672
27864.9072
66546.72
73473.12
48751.2
53733.9456
53226.72
75289.968
23655.7872
58554.72
67239.36
22305.1392
58554.72
63190.08
103896.0
154458.72
16463.52
149184.0
122381.496
41498.1936
128884.32
16197.12
133146.72
59620.32
31381.92
25521.12
93080.16
23922.72
98514.72
26586.72
118761.12
147832.2864
59620.32
52480.8
69210.72
36763.2
22803.84
27119.52
52054.56
109218.672
38681.28
45074.88
21791.52
58554.72
35111.52
95850.72
18914.4
20193.12
32921.712
55754.3232
53226.72
31914.72
112065.9552
40439.52
119826.72
101657.7072
93985.92
38378.6496
60031.1088
14332.32
29250.72
31808.16
45554.4
81465.12
12201.12
44542.08
62071.2
44169.12
30049.92
106506.72
46300.32
120831.5808
24808.2336
63776.16
114552.0
30529.44
44701.92
47898.72
25467.84
56476.8
83063.52
18381.0672
89510.4
94731.84
18328.32
36336.96
26053.92
58554.72
94305.6
58554.72
58874.4
117162.72
63456.48
13586.4
78647.1408
37242.72
98834.4
84129.12
24455.52
95850.72
86526.72
42570.72
21258.72
60153.12
41505.12
80908.344
19660.32
23922.72
71341.92
78055.2
53807.472
64202.4
139593.6
21258.1872
82530.72
67399.2
34472.16
31003.632
19660.32
17529.12
43636.32
43103.52
45282.672
109170.72
15930.72
12733.92
38841.12
69477.12
76137.12
68145.12
44328.96
74964.96
79866.72
102777.12
31962.672
36496.2672
50882.4
45128.16
97449.12
76012.4448
77202.72
62817.12
51148.8
23816.16
28238.4
32820.48
128671.2
90522.72
52693.92
44574.048
48697.92
45767.52
57489.12
48538.08
65481.12
34578.72
119427.12
63499.104
61751.52
63882.72
95850.72
47365.92
84395.52
93772.8
46193.76
39906.72
23922.72
79866.72
101178.72
25521.12
55890.72
99047.52
11135.52
69210.72
74005.92
89457.12
46087.2
67718.88
18594.72
95850.72
32639.8608
69210.72
37775.52
63456.48
39693.6
55091.52
163723.5792
99633.6
93186.72
34045.92
23389.92
25521.12
32713.92
124142.4
39533.76
35111.52
96095.808
48304.7136
15717.6
40908.384
39164.5296
36816.48
52161.12
74059.2
39640.32
24988.32
35111.52
34898.9328
24988.32
75071.52
79387.2
58288.32
32980.32
49443.84
79536.384
89137.44
45664.6896
22324.32
58767.84
63882.72
17582.4
58075.2
50349.6
26586.72
30316.32
18328.32
38681.28
104588.1072
99519.048
102564.0
60480.792
96596.64
140605.92
52161.12
22857.12
19553.76
32767.2
87912.0
158135.04
78215.04
79813.44
28768.536
53226.72
31435.2
15824.16
92121.12
191211.264
47898.72
56633.976
46833.12
74538.72
98514.72
27652.32
34632.0
40980.312
19607.04
41558.4
12201.12
32979.7872
21471.84
19441.872
63349.92
69210.72
90043.2
36496.8
52161.12
27753.552
16463.52
33110.856
21205.44
100550.5488
38308.32
19276.704
63882.72
42081.0768
152274.24
47099.52
50243.04
35004.96
91294.7472
36443.52
77788.8
77202.72
47898.72
51095.52
59567.04
118761.12
40705.92
65480.5872
59886.72
127712.16
53226.72
70489.44
76030.56
100965.6
52161.12
34898.4
43956.0
172627.2
73366.56
58554.72
69210.72
95797.44
57489.12
115709.2416
149130.72
39693.6
36709.92
44808.48
73473.12
30310.992
24455.52
68944.32
63882.72
15930.72
78268.32
42570.72
31914.72
27804.7008
26053.92
40226.4
45767.52
42624.0
54757.9872
42943.1472
30636.0
26037.4032
62938.0656
31254.048
146519.4672
42943.1472
42357.6
56689.92
33513.12
18434.3472
47898.72
133146.72
19367.8128
29250.72
38041.3872
71341.92
49816.8
63882.72
55890.72
35111.52
74538.72
34035.264
22105.872
93932.64
19660.32
23389.92
70063.2
49443.84
49650.5664
85141.44
79653.6
11231.424
32767.2
42570.72
23656.32
71874.72
60888.384
87858.72
186426.72
127818.72
17155.6272
80612.64
82530.72
33513.12
30103.2
48964.32
15397.92
54825.12
104695.2
61751.52
18115.2
40972.32
26533.44
42038.4528
69210.72
91288.3536
60472.8
69210.72
37189.44
41345.28
23816.16
54345.6
55904.5728
162770.4
111834.72
62817.12
34578.72
17742.24
103523.04
14811.3072
41505.12
136343.52
37402.56
62284.32
78694.56
26586.72
21258.1872
40972.32
60472.8
47895.5232
57755.52
62817.12
46620.0
53386.56
21205.44
81731.52
53168.112
93186.72
29250.72
79215.1056
31409.6256
111301.92
62284.32
64628.64
79866.72
33513.12
20512.8
22324.32
53839.9728
52747.2
100006.56
39373.92
41771.52
42486.0048
63882.72
143802.72
15877.44
47365.92
47893.392
30742.56
82351.6992
99367.2
60153.12
95850.72
54291.7872
211788.0
79866.72
46833.12
95850.72
90522.72
21791.52
122490.72
63882.72
37570.392
63722.88
24935.04
42943.68
175770.72
21258.72
18594.72
72354.24
79920.0
74589.336
122490.72
39960.0
79333.3872
58554.72
103842.72
37242.72
50083.2
79866.72
53280.0
207259.2
133679.52
153705.3408
15930.72
60978.96
122490.72
43636.32
29250.72
28717.92
87219.36
69210.72
12201.12
67260.672
130482.72
85194.72
14119.2
55357.92
44701.92
100752.48
130873.7952
51202.08
63882.72
107257.968
85672.1088
111593.8944
67399.2
55922.688
24988.32
35644.32
26053.92
61218.72
77202.72
56502.9072
233845.92
24988.32
89864.1792
122490.72
145401.12
122010.6672
58288.32
14811.84
29250.72
13266.72
43156.8
74538.72
33992.64
55890.72
59668.8048
141884.64
71874.72
108691.2
26581.392
35111.52
19127.52
144495.36
16463.52
68464.8
53226.72
28504.8
47686.1328
101391.84
13266.72
33992.64
23976.0
34578.72
324954.72
29144.16
15877.44
68184.0144
90522.72
124568.64
48618.0
85194.72
60845.76
13746.24
106506.72
53226.72
35111.52
63669.6
58607.4672
65510.9568
31168.8
74751.84
10810.512
52640.64
95850.72
15824.16
37242.72
14646.672
11135.52
72673.92
43263.36
63882.72
27899.0064
42010.7472
18541.44
119916.2304
