Ram,Weight,CPU speed,SSD,HDD,Flash,IPS,Touchscreen,PPI,TypeName_Gaming,TypeName_Netbook,TypeName_Notebook,TypeName_Ultrabook,TypeName_Workstation,Company_Apple,Company_Asus,Company_Dell,Company_HP,Company_Lenovo,Company_MSI,Company_Mediacom,Company_Microsoft,Company_Other,Company_Razer,Company_Samsung,Company_Toshiba,CPU type_Intel Core i3,CPU type_Intel Core i5,CPU type_Intel Core i7,CPU type_Other Intel Processor,Gpu_ARM,Gpu_Intel,Gpu_Nvidia,Operating System_Others,Operating System_Windows
0.1111111111111111,0.18016541,0.6666666666666667,0.0078125,0.0,0.0,1,0,0.19332615027315442,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
0.1111111111111111,0.104488365,0.5185185185185184,0.25,0.0,0.0,0,0,0.28657480864680335,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.015873015873015872,0.19818376,0.25925925925925924,0.0,0.25,0.0,0,0,0.037693585009472674,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.23809523809523808,0.21079658,0.6296296296296295,0.25,0.5,0.0,1,0,0.19332615027315442,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
0.23809523809523808,0.115299374,0.7037037037037037,0.25,0.0,0.0,0,1,0.28657480864680335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
0.047619047619047616,0.13511956,0.25925925925925924,0.0,0.0,0.03125,0,0,0.0815322126639324,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0.1111111111111111,0.22521126,0.5925925925925926,0.0,0.5,0.0,1,0,0.19332615027315442,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.1111111111111111,0.19818376,0.7037037037037037,0.125,0.5,0.0,0,0,0.19332615027315442,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
0.1111111111111111,0.2369232,0.5925925925925926,0.25,0.0,0.0,0,0,0.14033920141924044,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.1111111111111111,0.18016541,0.5925925925925926,0.25,0.0,0.0,0,0,0.2549513610555428,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.23809523809523808,0.39278185,0.7037037037037037,0.125,0.5,0.0,1,0,0.14033920141924044,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
0.07936507936507936,0.20719291,0.5555555555555556,0.0,0.5,0.0,0,1,0.037693585009472674,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.047619047619047616,0.19818376,0.25925925925925924,0.25,0.0,0.0,0,0,0.19332615027315442,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
